content,score,Label,text_clean,text_StopWord,text_tokens,text_steamindo
"Suka sama aplikasinya, walaupun kadang nge lag. Tapi kenapa yaa sekarang itu susah sekali dapat gratis ongkirnya, sekalipun ada voucher ngurangnya cuma 20ribuan nggak kayak dulu gratis ongkirnya benar² nol.",4,Positif,suka sama aplikasinya walaupun kadang nge lag tapi kenapa yaa sekarang itu susah sekali dapat gratis ongkirnya sekalipun ada voucher ngurangnya cuma ribuan nggak kayak dulu gratis ongkirnya benar nol,suka aplikasinya kadang nge lag yaa susah gratis ongkirnya voucher ngurangnya ribuan nggak kayak gratis ongkirnya nol,"['suka', 'aplikasinya', 'kadang', 'nge', 'lag', 'yaa', 'susah', 'gratis', 'ongkirnya', 'voucher', 'ngurangnya', 'ribuan', 'nggak', 'kayak', 'gratis', 'ongkirnya', 'nol']",suka aplikasi kadang nge lag yaa susah gratis ongkirnya voucher ngurangnya ribu nggak kayak gratis ongkirnya nol
Knapa ea limitnya gx di kembalikan lgi..Shoppy tolong limit playletter y di kembalikan lagi dong. biar bisa belanja lagi.. pake playletter..,2,Negatif,knapa ea limitnya gx di kembalikan lgishoppy tolong limit playletter y di kembalikan lagi dong biar bisa belanja lagi pake playletter,knapa ea limitnya gx kembalikan lgishoppy tolong limit playletter y kembalikan biar belanja pake playletter,"['knapa', 'ea', 'limitnya', 'gx', 'kembalikan', 'lgishoppy', 'tolong', 'limit', 'playletter', 'y', 'kembalikan', 'biar', 'belanja', 'pake', 'playletter']",knapa ea limit gx kembali lgishoppy tolong limit playletter y kembali biar belanja pake playletter
"Aplikasi yg jasanya system tolol,seharusnya pecat langsung bagi orang yg ga mau berusaha untuk anter barang eh ni di liyt masih aja tuh kurir yg gagal kirim mondar2 kirim daerah gw, kronologi nya order 2 barang yang 1 dateng, yg 1nya engga dengan alasan salah alamat . Padahal dengan jasa kurir yang sama alamat yang sama.",1,Negatif,aplikasi yg jasanya system tololseharusnya pecat langsung bagi orang yg ga mau berusaha untuk anter barang eh ni di liyt masih aja tuh kurir yg gagal kirim mondar kirim daerah gw kronologi nya order  barang yang  dateng yg nya engga dengan alasan salah alamat  padahal dengan jasa kurir yang sama alamat yang sama,aplikasi yg jasanya system tololseharusnya pecat langsung orang yg ga berusaha anter barang eh ni liyt aja tuh kurir yg gagal kirim mondar kirim daerah gw kronologi nya order barang dateng yg nya engga alasan salah alamat jasa kurir alamat,"['aplikasi', 'yg', 'jasanya', 'system', 'tololseharusnya', 'pecat', 'langsung', 'orang', 'yg', 'ga', 'berusaha', 'anter', 'barang', 'eh', 'ni', 'liyt', 'aja', 'tuh', 'kurir', 'yg', 'gagal', 'kirim', 'mondar', 'kirim', 'daerah', 'gw', 'kronologi', 'nya', 'order', 'barang', 'dateng', 'yg', 'nya', 'engga', 'alasan', 'salah', 'alamat', 'jasa', 'kurir', 'alamat']",aplikasi yg jasa system tololseharusnya pecat langsung orang yg ga usaha anter barang eh ni liyt aja tuh kurir yg gagal kirim mondar kirim daerah gw kronologi nya order barang dateng yg nya engga alas salah alamat jasa kurir alamat
"overall bagus dan terpercaya sih aplikasinya, tp kdg sg bikin jengkel itu knp mesti luemot/nge lag gitu loh, pdhl jaringan bagus juga selalu update aplikasi terus tp kok masih sama aja nge lag nya Wkwkwkwkw",5,Positif,overall bagus dan terpercaya sih aplikasinya tp kdg sg bikin jengkel itu knp mesti luemotnge lag gitu loh pdhl jaringan bagus juga selalu update aplikasi terus tp kok masih sama aja nge lag nya wkwkwkwkw,overall bagus terpercaya sih aplikasinya tp kdg sg bikin jengkel knp mesti luemotnge lag gitu loh pdhl jaringan bagus update aplikasi tp aja nge lag nya wkwkwkwkw,"['overall', 'bagus', 'terpercaya', 'sih', 'aplikasinya', 'tp', 'kdg', 'sg', 'bikin', 'jengkel', 'knp', 'mesti', 'luemotnge', 'lag', 'gitu', 'loh', 'pdhl', 'jaringan', 'bagus', 'update', 'aplikasi', 'tp', 'aja', 'nge', 'lag', 'nya', 'wkwkwkwkw']",overall bagus percaya sih aplikasi tp kdg sg bikin jengkel knp mesti luemotnge lag gitu loh pdhl jaring bagus update aplikasi tp aja nge lag nya wkwkwkwkw
"Sering belanja di sini. Mau tanya aja apa benar aturan shopee sekarang kalo terima barang harus di foto dulu orangnya,kalo nggak mau di foto lebih baik di return.🤔🙄",5,Positif,sering belanja di sini mau tanya aja apa benar aturan shopee sekarang kalo terima barang harus di foto dulu orangnyakalo nggak mau di foto lebih baik di return,belanja aja aturan shopee kalo terima barang foto orangnyakalo nggak foto return,"['belanja', 'aja', 'aturan', 'shopee', 'kalo', 'terima', 'barang', 'foto', 'orangnyakalo', 'nggak', 'foto', 'return']",belanja aja atur shopee kalo terima barang foto orangnyakalo nggak foto return
"Entah kenapa semakin seneng belanja dishopee, mungkin karena dimanapun aku berada biarpun diluar negeri masih bisa belanja sesuatu untuk keperluan dirumah. Belanja puas.",5,Positif,entah kenapa semakin seneng belanja dishopee mungkin karena dimanapun aku berada biarpun diluar negeri masih bisa belanja sesuatu untuk keperluan dirumah belanja puas,seneng belanja dishopee dimanapun biarpun diluar negeri belanja keperluan dirumah belanja puas,"['seneng', 'belanja', 'dishopee', 'dimanapun', 'biarpun', 'diluar', 'negeri', 'belanja', 'keperluan', 'dirumah', 'belanja', 'puas']",neng belanja dishopee mana biarpun luar negeri belanja perlu rumah belanja puas
"Apk gila tukang tipu di iming-imingin bakal naek ke member yg lebih tinggi lagi... Nyatanya cuma strategi marketing, makin kesini makin parah voucher makin sedikit ongkir udah gak ada yg nol rupiah kalo harga barang di bawah 10000 udah gak kaya dulu lagi... Makin kesini makin mau untung sendiri kasian sama penjual kalo kita sebagai pembeli masih bisa memilih untuk tidak membeli atau cari di e-commerce lain yg lebih WARAS .",1,Negatif,apk gila tukang tipu di imingimingin bakal naek ke member yg lebih tinggi lagi nyatanya cuma strategi marketing makin kesini makin parah voucher makin sedikit ongkir udah gak ada yg nol rupiah kalo harga barang di bawah  udah gak kaya dulu lagi makin kesini makin mau untung sendiri kasian sama penjual kalo kita sebagai pembeli masih bisa memilih untuk tidak membeli atau cari di ecommerce lain yg lebih waras ,apk gila tukang tipu imingimingin naek member yg strategi marketing kesini parah voucher ongkir udah gak yg nol rupiah kalo harga barang udah gak kaya kesini untung kasian penjual kalo pembeli memilih membeli cari ecommerce yg waras,"['apk', 'gila', 'tukang', 'tipu', 'imingimingin', 'naek', 'member', 'yg', 'strategi', 'marketing', 'kesini', 'parah', 'voucher', 'ongkir', 'udah', 'gak', 'yg', 'nol', 'rupiah', 'kalo', 'harga', 'barang', 'udah', 'gak', 'kaya', 'kesini', 'untung', 'kasian', 'penjual', 'kalo', 'pembeli', 'memilih', 'membeli', 'cari', 'ecommerce', 'yg', 'waras']",apk gila tukang tipu imingimingin naek member yg strategi marketing kesini parah voucher ongkir udah gak yg nol rupiah kalo harga barang udah gak kaya kesini untung kasi jual kalo beli pilih beli cari ecommerce yg waras
"fitur mudah dipahami,minusnya pas checkout harganya kadang suka berubah drastis jadi jauh lebih mahal dari yang tertera di label harga",4,Positif,fitur mudah dipahamiminusnya pas checkout harganya kadang suka berubah drastis jadi jauh lebih mahal dari yang tertera di label harga,fitur mudah dipahamiminusnya pas checkout harganya kadang suka berubah drastis mahal tertera label harga,"['fitur', 'mudah', 'dipahamiminusnya', 'pas', 'checkout', 'harganya', 'kadang', 'suka', 'berubah', 'drastis', 'mahal', 'tertera', 'label', 'harga']",fitur mudah dipahamiminusnya pas checkout harga kadang suka ubah drastis mahal tera label harga
"Kenapa sehabis di update malah gabisa ngeklik toko yang mau kita lihat?? Selalu keluar tulisan "" kami sedang memuat fitur mohon tunggu sebentar"" setelah di tunggu muncul tulisan lagi ""mohon maaf ruang penyimpanan tidak mencukupi untuk fitur ini"" 🥲",4,Positif,kenapa sehabis di update malah gabisa ngeklik toko yang mau kita lihat selalu keluar tulisan  kami sedang memuat fitur mohon tunggu sebentar setelah di tunggu muncul tulisan lagi mohon maaf ruang penyimpanan tidak mencukupi untuk fitur ini ,sehabis update gabisa ngeklik toko lihat tulisan memuat fitur mohon tunggu sebentar tunggu muncul tulisan mohon maaf ruang penyimpanan mencukupi fitur,"['sehabis', 'update', 'gabisa', 'ngeklik', 'toko', 'lihat', 'tulisan', 'memuat', 'fitur', 'mohon', 'tunggu', 'sebentar', 'tunggu', 'muncul', 'tulisan', 'mohon', 'maaf', 'ruang', 'penyimpanan', 'mencukupi', 'fitur']",habis update gabisa ngeklik toko lihat tulis muat fitur mohon tunggu sebentar tunggu muncul tulis mohon maaf ruang simpan cukup fitur
"Akhir-akhir ini Shopee sering nge- lag. Aplikasi jadi berat. Kok semakin kesini semakin lelet Gambar nya tak mau berubah.hoohs. Kok semakin nge Lag terus, padahal aku sering pakai Shopee. Bikin kesal.",1,Negatif,akhirakhir ini shopee sering nge lag aplikasi jadi berat kok semakin kesini semakin lelet gambar nya tak mau berubahhoohs kok semakin nge lag terus padahal aku sering pakai shopee bikin kesal,akhirakhir shopee nge lag aplikasi berat kesini lelet gambar nya berubahhoohs nge lag pakai shopee bikin kesal,"['akhirakhir', 'shopee', 'nge', 'lag', 'aplikasi', 'berat', 'kesini', 'lelet', 'gambar', 'nya', 'berubahhoohs', 'nge', 'lag', 'pakai', 'shopee', 'bikin', 'kesal']",akhirakhir shopee nge lag aplikasi berat kesini lelet gambar nya berubahhoohs nge lag pakai shopee bikin kesal
"Sangat membantu belanja disaat barang ditoko offline tidak ada, bisa cari di Shopee cukup dari rumah, mudah dan harga juga terjangkau pada umumnya.. Tapi harus lebih teliti membaca spesifikasi produk, supaya tidak ada kesalahan barang yang diorder.",5,Positif,sangat membantu belanja disaat barang ditoko offline tidak ada bisa cari di shopee cukup dari rumah mudah dan harga juga terjangkau pada umumnya tapi harus lebih teliti membaca spesifikasi produk supaya tidak ada kesalahan barang yang diorder,membantu belanja disaat barang ditoko offline cari shopee rumah mudah harga terjangkau teliti membaca spesifikasi produk kesalahan barang diorder,"['membantu', 'belanja', 'disaat', 'barang', 'ditoko', 'offline', 'cari', 'shopee', 'rumah', 'mudah', 'harga', 'terjangkau', 'teliti', 'membaca', 'spesifikasi', 'produk', 'kesalahan', 'barang', 'diorder']",bantu belanja saat barang toko offline cari shopee rumah mudah harga jangkau teliti baca spesifikasi produk salah barang order
"shopee sorry gw ralat ya rating nya , shopee is getting worst now... tiba2 minta upgrade , eh jd lemot ,bikin kesel doang seringan error di saat2 penting , mau beli/ jualan cape ngadepin aplikasi dan buang2 waktu doang,,, masa stok barang tiba2 ilang sendiri sering ngaco ,sering blank putih doang, dan makin super lemot. apa ini di kecewain pas lagi sayang2 nya, dah lah cape gw . ga ada masalah sama hp dan jaringan ,emang aplikasi Shopee aja yg bobrok yg salah itu kalian yng bikin aplikasi busuk",1,Negatif,shopee sorry gw ralat ya rating nya  shopee is getting worst now tiba minta upgrade  eh jd lemot bikin kesel doang seringan error di saat penting  mau beli jualan cape ngadepin aplikasi dan buang waktu doang masa stok barang tiba ilang sendiri sering ngaco sering blank putih doang dan makin super lemot apa ini di kecewain pas lagi sayang nya dah lah cape gw  ga ada masalah sama hp dan jaringan emang aplikasi shopee aja yg bobrok yg salah itu kalian yng bikin aplikasi busuk,shopee sorry gw ralat ya rating nya shopee is getting worst now upgrade eh jd lemot bikin kesel doang seringan error beli jualan cape ngadepin aplikasi buang doang stok barang ilang ngaco blank putih doang super lemot kecewain pas sayang nya dah cape gw ga hp jaringan emang aplikasi shopee aja yg bobrok yg salah yng bikin aplikasi busuk,"['shopee', 'sorry', 'gw', 'ralat', 'ya', 'rating', 'nya', 'shopee', 'is', 'getting', 'worst', 'now', 'upgrade', 'eh', 'jd', 'lemot', 'bikin', 'kesel', 'doang', 'seringan', 'error', 'beli', 'jualan', 'cape', 'ngadepin', 'aplikasi', 'buang', 'doang', 'stok', 'barang', 'ilang', 'ngaco', 'blank', 'putih', 'doang', 'super', 'lemot', 'kecewain', 'pas', 'sayang', 'nya', 'dah', 'cape', 'gw', 'ga', 'hp', 'jaringan', 'emang', 'aplikasi', 'shopee', 'aja', 'yg', 'bobrok', 'yg', 'salah', 'yng', 'bikin', 'aplikasi', 'busuk']",shopee sorry gw ralat ya rating nya shopee is getting worst now upgrade eh jd lot bikin kesel doang sering error beli jual cape ngadepin aplikasi buang doang stok barang ilang ngaco blank putih doang super lot kecewain pas sayang nya dah cape gw ga hp jaring emang aplikasi shopee aja yg bobrok yg salah yng bikin aplikasi busuk
"Mantaapp.. shoope jadi tempat belanja online no 1. Saya suka karna banyak potongan harga / gratis ongkir nya , cashback + discount nya banyakk gak abis2 👍👍",5,Positif,mantaapp shoope jadi tempat belanja online no  saya suka karna banyak potongan harga  gratis ongkir nya  cashback  discount nya banyakk gak abis ,mantaapp shoope belanja online no suka karna potongan harga gratis ongkir nya cashback discount nya banyakk gak abis,"['mantaapp', 'shoope', 'belanja', 'online', 'no', 'suka', 'karna', 'potongan', 'harga', 'gratis', 'ongkir', 'nya', 'cashback', 'discount', 'nya', 'banyakk', 'gak', 'abis']",mantaapp shoope belanja online no suka karna potong harga gratis ongkir nya cashback discount nya banyakk gak abis
Sekarang sudah bagus cuma aplikasinya tetap berat walau hp sudah ram 6 gb. Kadang loadingnya lama dan bikin kesal. 1 lagi pada menu cek out tidak tersedia pilihan nama expedisi nya. Yang ada cuma Reguler dan hemat saja jadi kita tidak bisa pilih expedisi jnt atau si cepat karena nama tsb tidak tercantum fi menu tsb.,4,Positif,sekarang sudah bagus cuma aplikasinya tetap berat walau hp sudah ram  gb kadang loadingnya lama dan bikin kesal  lagi pada menu cek out tidak tersedia pilihan nama expedisi nya yang ada cuma reguler dan hemat saja jadi kita tidak bisa pilih expedisi jnt atau si cepat karena nama tsb tidak tercantum fi menu tsb,bagus aplikasinya berat hp ram gb kadang loadingnya bikin kesal menu cek out tersedia pilihan nama expedisi nya reguler hemat pilih expedisi jnt si cepat nama tsb tercantum fi menu tsb,"['bagus', 'aplikasinya', 'berat', 'hp', 'ram', 'gb', 'kadang', 'loadingnya', 'bikin', 'kesal', 'menu', 'cek', 'out', 'tersedia', 'pilihan', 'nama', 'expedisi', 'nya', 'reguler', 'hemat', 'pilih', 'expedisi', 'jnt', 'si', 'cepat', 'nama', 'tsb', 'tercantum', 'fi', 'menu', 'tsb']",bagus aplikasi berat hp ram gb kadang loadingnya bikin kesal menu cek out sedia pilih nama expedisi nya reguler hemat pilih expedisi jnt si cepat nama tsb cantum fi menu tsb
"Untuk PEMBAYARAN PAYLETER kalau bisa,Pembayaran bisa di bayar penuh/pelunasan dalam satu produk/barang yg di cicil,biar meringankan saya sebagai pengguna SHOPEE. Terima Kasih 🙏",5,Positif,untuk pembayaran payleter kalau bisapembayaran bisa di bayar penuhpelunasan dalam satu produkbarang yg di cicilbiar meringankan saya sebagai pengguna shopee terima kasih ,pembayaran payleter bisapembayaran bayar penuhpelunasan produkbarang yg cicilbiar meringankan pengguna shopee terima kasih,"['pembayaran', 'payleter', 'bisapembayaran', 'bayar', 'penuhpelunasan', 'produkbarang', 'yg', 'cicilbiar', 'meringankan', 'pengguna', 'shopee', 'terima', 'kasih']",bayar payleter bisapembayaran bayar penuhpelunasan produkbarang yg cicilbiar ringan guna shopee terima kasih
sebenernya aplikasinya bagus sering saya gunakan juga untuk sehari hari. tapi bintang 1 karna iklanyya di mana mana dan gak bisa di skip anjir nontonin orang nyanyi sopi ceode mulu,1,Negatif,sebenernya aplikasinya bagus sering saya gunakan juga untuk sehari hari tapi bintang  karna iklanyya di mana mana dan gak bisa di skip anjir nontonin orang nyanyi sopi ceode mulu,sebenernya aplikasinya bagus sehari bintang karna iklanyya gak skip anjir nontonin orang nyanyi sopi ceode mulu,"['sebenernya', 'aplikasinya', 'bagus', 'sehari', 'bintang', 'karna', 'iklanyya', 'gak', 'skip', 'anjir', 'nontonin', 'orang', 'nyanyi', 'sopi', 'ceode', 'mulu']",sebenernya aplikasi bagus hari bintang karna iklanyya gak skip anjir nontonin orang nyanyi sopi ceode mulu
"Suka banget pakai shoppe, lebih mudah dalam berurusan belanja jdi lebih gampang dan lebih sat set..",5,Positif,suka banget pakai shoppe lebih mudah dalam berurusan belanja jdi lebih gampang dan lebih sat set,suka banget pakai shoppe mudah berurusan belanja jdi gampang sat set,"['suka', 'banget', 'pakai', 'shoppe', 'mudah', 'berurusan', 'belanja', 'jdi', 'gampang', 'sat', 'set']",suka banget pakai shoppe mudah urus belanja jdi gampang sat set
Pokok seneng belanja d Shopee..... Simple dan ga ribet. Tapi hati lebih detail dan teliti liat toko nya. Bisa2 kena tipu kita dg brg nya....,5,Positif,pokok seneng belanja d shopee simple dan ga ribet tapi hati lebih detail dan teliti liat toko nya bisa kena tipu kita dg brg nya,pokok seneng belanja d shopee simple ga ribet hati detail teliti liat toko nya kena tipu dg brg nya,"['pokok', 'seneng', 'belanja', 'd', 'shopee', 'simple', 'ga', 'ribet', 'hati', 'detail', 'teliti', 'liat', 'toko', 'nya', 'kena', 'tipu', 'dg', 'brg', 'nya']",pokok neng belanja d shopee simple ga ribet hati detail teliti liat toko nya kena tipu dg brg nya
"Masukan untuk pihak shopee, agar di menu Spaylater bayar tagihanya bisa kyk Spinjam,,yang bisa bayar atau pelunasan per item atau perbarang,,tidak gelondongan jadi satu semua",5,Positif,masukan untuk pihak shopee agar di menu spaylater bayar tagihanya bisa kyk spinjamyang bisa bayar atau pelunasan per item atau perbarangtidak gelondongan jadi satu semua,masukan shopee menu spaylater bayar tagihanya kyk spinjamyang bayar pelunasan item perbarangtidak gelondongan,"['masukan', 'shopee', 'menu', 'spaylater', 'bayar', 'tagihanya', 'kyk', 'spinjamyang', 'bayar', 'pelunasan', 'item', 'perbarangtidak', 'gelondongan']",masuk shopee menu spaylater bayar tagihanya kyk spinjamyang bayar lunas item perbarangtidak gelondong
"Beberapa kali saya mengalami barang yang tdk sesuai, barang datang tiba tiba padahal kita tidak ada pesanan didaftar, dan penyelesaian yang lama. Dan makin lama beli produk di shopee..serasa beli kucing dalam karung... Barang berkualitas rendah dijual mahal... Harus ada veritifakasi kualitas toko yang bener2 real... Jangan tim buser toko yang kasi rank toko... Lindungi konsumen juga lah...",1,Negatif,beberapa kali saya mengalami barang yang tdk sesuai barang datang tiba tiba padahal kita tidak ada pesanan didaftar dan penyelesaian yang lama dan makin lama beli produk di shopeeserasa beli kucing dalam karung barang berkualitas rendah dijual mahal harus ada veritifakasi kualitas toko yang bener real jangan tim buser toko yang kasi rank toko lindungi konsumen juga lah,kali mengalami barang tdk sesuai barang pesanan didaftar penyelesaian beli produk shopeeserasa beli kucing karung barang berkualitas rendah dijual mahal veritifakasi kualitas toko bener real tim buser toko kasi rank toko lindungi konsumen,"['kali', 'mengalami', 'barang', 'tdk', 'sesuai', 'barang', 'pesanan', 'didaftar', 'penyelesaian', 'beli', 'produk', 'shopeeserasa', 'beli', 'kucing', 'karung', 'barang', 'berkualitas', 'rendah', 'dijual', 'mahal', 'veritifakasi', 'kualitas', 'toko', 'bener', 'real', 'tim', 'buser', 'toko', 'kasi', 'rank', 'toko', 'lindungi', 'konsumen']",kali alami barang tdk sesuai barang pesan daftar selesai beli produk shopeeserasa beli kucing karung barang kualitas rendah jual mahal veritifakasi kualitas toko bener real tim buser toko kasi rank toko lindung konsumen
"Produk yg di jual di Shopee Alhamdulillah selalu bagus, harga lumayan terjangkau, kurir nya ramah² dan pengiriman nya cepat. Sukses selalu Shopee ya",5,Positif,produk yg di jual di shopee alhamdulillah selalu bagus harga lumayan terjangkau kurir nya ramah dan pengiriman nya cepat sukses selalu shopee ya,produk yg jual shopee alhamdulillah bagus harga lumayan terjangkau kurir nya ramah pengiriman nya cepat sukses shopee ya,"['produk', 'yg', 'jual', 'shopee', 'alhamdulillah', 'bagus', 'harga', 'lumayan', 'terjangkau', 'kurir', 'nya', 'ramah', 'pengiriman', 'nya', 'cepat', 'sukses', 'shopee', 'ya']",produk yg jual shopee alhamdulillah bagus harga lumayan jangkau kurir nya ramah kirim nya cepat sukses shopee ya
"Dulu aplikasi belanja sempet di no.1 dan sekarang melirot tajam ke urutan no.10 Kurasa masukan temen"" perlu diperhatikan dengan serius itu oleh pihak pengelola aplikasi shopee agar aplikasi belanja ini tidak keluar dari 10 besar 😁",2,Negatif,dulu aplikasi belanja sempet di no dan sekarang melirot tajam ke urutan no kurasa masukan temen perlu diperhatikan dengan serius itu oleh pihak pengelola aplikasi shopee agar aplikasi belanja ini tidak keluar dari  besar ,aplikasi belanja sempet no melirot tajam urutan no kurasa masukan temen diperhatikan serius pengelola aplikasi shopee aplikasi belanja,"['aplikasi', 'belanja', 'sempet', 'no', 'melirot', 'tajam', 'urutan', 'no', 'kurasa', 'masukan', 'temen', 'diperhatikan', 'serius', 'pengelola', 'aplikasi', 'shopee', 'aplikasi', 'belanja']",aplikasi belanja sempet no melirot tajam urut no rasa masuk temen perhati serius kelola aplikasi shopee aplikasi belanja
"Bahaya juga kena scam atau semacamnya, masa ada rekomendasi nama atas isteri tapi nomor asing, untungnya salah transfernya ga terlalu besar, alhamdulillah.. lebih oke toko sebelah, tokopedia sih. dengan apkikasi GOPAY nya Gaada cerita kita salah transfer gara2 kurang teliti karena kejebak rekomendasi nama",1,Negatif,bahaya juga kena scam atau semacamnya masa ada rekomendasi nama atas isteri tapi nomor asing untungnya salah transfernya ga terlalu besar alhamdulillah lebih oke toko sebelah tokopedia sih dengan apkikasi gopay nya gaada cerita kita salah transfer gara kurang teliti karena kejebak rekomendasi nama,bahaya kena scam semacamnya rekomendasi nama isteri nomor asing untungnya salah transfernya ga alhamdulillah oke toko sebelah tokopedia sih apkikasi gopay nya gaada cerita salah transfer gara teliti kejebak rekomendasi nama,"['bahaya', 'kena', 'scam', 'semacamnya', 'rekomendasi', 'nama', 'isteri', 'nomor', 'asing', 'untungnya', 'salah', 'transfernya', 'ga', 'alhamdulillah', 'oke', 'toko', 'sebelah', 'tokopedia', 'sih', 'apkikasi', 'gopay', 'nya', 'gaada', 'cerita', 'salah', 'transfer', 'gara', 'teliti', 'kejebak', 'rekomendasi', 'nama']",bahaya kena scam macam rekomendasi nama isteri nomor asing untung salah transfer ga alhamdulillah oke toko belah tokopedia sih apkikasi gopay nya gaada cerita salah transfer gara teliti jebak rekomendasi nama
"Shoppe bagus sih,hanya kenapa yah aku belum pernah dapat ongkir gratisss .. Pengen dapat gratiss ongkir,soalnya oangkir ke tempatku mahal bgt..",5,Positif,shoppe bagus sihhanya kenapa yah aku belum pernah dapat ongkir gratisss  pengen dapat gratiss ongkirsoalnya oangkir ke tempatku mahal bgt,shoppe bagus sihhanya yah ongkir gratisss pengen gratiss ongkirsoalnya oangkir tempatku mahal bgt,"['shoppe', 'bagus', 'sihhanya', 'yah', 'ongkir', 'gratisss', 'pengen', 'gratiss', 'ongkirsoalnya', 'oangkir', 'tempatku', 'mahal', 'bgt']",shoppe bagus sihhanya yah ongkir gratisss ken gratiss ongkirsoalnya oangkir tempat mahal bgt
"Pengalaman saya pribadi, klau pas mau beli barang tiba-tiba jaringan error, kadang juga pas mau checkout barang juga agak susah, mohon jaringannya diperbaiki supaya kami para konsumen daerah plosok bisa menggunakan Shopee dgan baik, trima kasih Shopee slama ini sudah sangat membantu",5,Positif,pengalaman saya pribadi klau pas mau beli barang tibatiba jaringan error kadang juga pas mau checkout barang juga agak susah mohon jaringannya diperbaiki supaya kami para konsumen daerah plosok bisa menggunakan shopee dgan baik trima kasih shopee slama ini sudah sangat membantu,pengalaman pribadi klau pas beli barang tibatiba jaringan error kadang pas checkout barang susah mohon jaringannya diperbaiki konsumen daerah plosok shopee dgan trima kasih shopee slama membantu,"['pengalaman', 'pribadi', 'klau', 'pas', 'beli', 'barang', 'tibatiba', 'jaringan', 'error', 'kadang', 'pas', 'checkout', 'barang', 'susah', 'mohon', 'jaringannya', 'diperbaiki', 'konsumen', 'daerah', 'plosok', 'shopee', 'dgan', 'trima', 'kasih', 'shopee', 'slama', 'membantu']",alam pribadi klau pas beli barang tibatiba jaring error kadang pas checkout barang susah mohon jaring baik konsumen daerah plosok shopee dgan trima kasih shopee slama bantu
"Maaf d turunin satu bintangnya Karena masih terdapat penjual yang nakal yg menipu Kadang pembeli terkecoh dengan tampilan produk Barang bagus harganya murah,, katanya discount, Pas co dan yg datang barang tidak sesuai Yg dipajang apa yg dikirim apa.. Mohon untuk meningkatkan pelayanan konsumen Karena tidak sedikit konsumen yg dirugikan Bukan karena nominal tapi lebih kepada kejujuran",4,Positif,maaf d turunin satu bintangnya karena masih terdapat penjual yang nakal yg menipu kadang pembeli terkecoh dengan tampilan produk barang bagus harganya murah katanya discount pas co dan yg datang barang tidak sesuai yg dipajang apa yg dikirim apa mohon untuk meningkatkan pelayanan konsumen karena tidak sedikit konsumen yg dirugikan bukan karena nominal tapi lebih kepada kejujuran,maaf d turunin bintangnya penjual nakal yg menipu kadang pembeli terkecoh tampilan produk barang bagus harganya murah discount pas co yg barang sesuai yg dipajang yg dikirim mohon meningkatkan pelayanan konsumen konsumen yg dirugikan nominal kejujuran,"['maaf', 'd', 'turunin', 'bintangnya', 'penjual', 'nakal', 'yg', 'menipu', 'kadang', 'pembeli', 'terkecoh', 'tampilan', 'produk', 'barang', 'bagus', 'harganya', 'murah', 'discount', 'pas', 'co', 'yg', 'barang', 'sesuai', 'yg', 'dipajang', 'yg', 'dikirim', 'mohon', 'meningkatkan', 'pelayanan', 'konsumen', 'konsumen', 'yg', 'dirugikan', 'nominal', 'kejujuran']",maaf d turunin bintang jual nakal yg tipu kadang beli kecoh tampil produk barang bagus harga murah discount pas co yg barang sesuai yg pajang yg kirim mohon tingkat layan konsumen konsumen yg rugi nominal jujur
"aplikasi yg simpel namun sangat bermanfaat...pertahankan promo cod agar semua merasa aman. semoga ""Shopee"" bertambah maju disegala hal.",5,Positif,aplikasi yg simpel namun sangat bermanfaatpertahankan promo cod agar semua merasa aman semoga shopee bertambah maju disegala hal,aplikasi yg simpel bermanfaatpertahankan promo cod aman semoga shopee bertambah maju disegala,"['aplikasi', 'yg', 'simpel', 'bermanfaatpertahankan', 'promo', 'cod', 'aman', 'semoga', 'shopee', 'bertambah', 'maju', 'disegala']",aplikasi yg simpel bermanfaatpertahankan promo cod aman moga shopee tambah maju segala
ongkir lumayan murah n dpt voucer cumaaan makin kesini makin banyak juga biaya penanganan 😄🤌🏻 katanya banyak gratis ongkir tapi biaya penanganan nya bejibun 🤧,5,Positif,ongkir lumayan murah n dpt voucer cumaaan makin kesini makin banyak juga biaya penanganan  katanya banyak gratis ongkir tapi biaya penanganan nya bejibun ,ongkir lumayan murah n dpt voucer cumaaan kesini biaya penanganan gratis ongkir biaya penanganan nya bejibun,"['ongkir', 'lumayan', 'murah', 'n', 'dpt', 'voucer', 'cumaaan', 'kesini', 'biaya', 'penanganan', 'gratis', 'ongkir', 'biaya', 'penanganan', 'nya', 'bejibun']",ongkir lumayan murah n dpt voucer cumaaan kesini biaya tangan gratis ongkir biaya tangan nya bejibun
